,Year,Race,District,Cand 1,Cand 1 Party,Cand 1 Result,Cand 2,Cand 2 Party,Cand 2 Result,Cand 3,Cand 3 Party,Cand 3 Result
0,2014,Senator,0,Coons,DEM,51.0,Wade,REP,31.7,,nan,
1,2014,Senator,0,Coons,DEM,54.0,Wade,REP,36.0,,nan,
2,2014,Senator,0,Coons,DEM,50.0,Wade,REP,25.0,,nan,
3,2014,Senator,0,Coons,DEM,49.0,Wade,REP,34.0,,nan,
4,2010,Senator,0,Coons,DEM,53.0,O'Donnell,REP,39.0,,nan,
5,2010,Senator,0,Coons,DEM,51.0,O'Donnell,REP,41.0,,nan,
6,2010,Senator,0,Coons,DEM,57.0,O'Donnell,REP,36.0,,nan,
7,2010,Senator,0,Coons,DEM,51.0,O'Donnell,REP,40.0,,nan,
8,2010,U.S. Representative,1,Carney,DEM,51.0,Urquhart,REP,44.0,,nan,
9,2010,U.S. Representative,1,Carney,DEM,53.0,Urquhart,REP,36.0,,nan,
10,2010,U.S. Representative,1,Carney,DEM,53.0,Urquhart,REP,44.0,,nan,
11,2010,U.S. Representative,1,Carney,DEM,51.0,Urquhart,REP,36.0,,nan,
12,2010,U.S. Representative,1,Carney,DEM,48.0,Urquhart,REP,37.0,,nan,
13,2010,U.S. Representative,1,Carney,DEM,48.0,Urquhart,REP,30.0,,nan,
